timestamp,system_id,srcaddr,dstaddr,nexthop,dPkts,dOctets,first,last,srcport,dstport,tcp_flags,protocol,tos,src_as,dst_as,src_mask,dst_mask,input,output
95040,f86f1f80e26c4808830bb0aeb720b126,168430167,1241573386,167774722,699,839353,95024,95024,80,59416,0,6,0,65000,3257,24,24,100,14
95044,f86f1f80e26c4808830bb0aeb720b126,3226492613,168430092,167837954,46,55817,-64109,95044,64991,80,0,6,0,3356,65000,24,24,14,100
95050,f86f1f80e26c4808830bb0aeb720b126,168430164,2415861822,167774722,8305,9966472,95033,95033,443,62221,0,6,0,65000,27923,24,24,100,14
95056,f86f1f80e26c4808830bb0aeb720b126,168430147,3365059966,167779842,60,72834,95041,95041,80,60087,0,6,0,65000,27652,24,24,100,14
95061,f86f1f80e26c4808830bb0aeb720b126,168430094,2928234817,167772162,5020,6024723,95043,95043,80,60500,0,6,0,65000,15250,24,24,100,14
95063,f86f1f80e26c4808830bb0aeb720b126,1833261913,168430135,167837954,68,82298,-53181,95063,49898,80,0,6,0,8286,65000,24,24,14,100
95071,f86f1f80e26c4808830bb0aeb720b126,1145336598,168430148,167837954,77,92730,-52613,95071,57053,80,0,6,0,32385,65000,24,24,14,100
95075,f86f1f80e26c4808830bb0aeb720b126,168430142,3743140201,167777282,360,432971,95058,95058,80,60106,0,6,0,65000,38794,24,24,100,14
95081,f86f1f80e26c4808830bb0aeb720b126,640868363,168430123,167837954,23,28359,-53160,95081,50247,443,0,6,0,13693,65000,24,24,14,100
95083,f86f1f80e26c4808830bb0aeb720b126,3271931414,168430118,167837954,77,93091,-78572,95083,52012,22,0,6,0,45016,65000,24,24,14,100
95091,f86f1f80e26c4808830bb0aeb720b126,168430150,3547046110,167782402,3524,4229201,95072,95072,80,52415,0,6,0,65000,4766,24,24,100,14
95095,f86f1f80e26c4808830bb0aeb720b126,168430135,1508866120,167779842,2914,3497560,95079,95079,80,58770,0,6,0,65000,31608,24,24,100,14
95102,f86f1f80e26c4808830bb0aeb720b126,168430170,3568763013,167774722,2071,2485335,95085,95085,443,59133,0,6,0,65000,8447,24,24,100,14
95103,f86f1f80e26c4808830bb0aeb720b126,168430122,96266242,167782402,3178,3814540,95084,95084,80,61363,0,6,0,65000,49981,24,24,100,14
95109,f86f1f80e26c4808830bb0aeb720b126,1385820556,168430170,167837954,71,85679,-88487,95109,61698,443,0,6,0,8851,65000,24,24,14,100
95115,f86f1f80e26c4808830bb0aeb720b126,3587174701,168430099,167837954,16,20103,-43368,95115,61650,443,0,6,0,25124,65000,24,24,14,100
95119,f86f1f80e26c4808830bb0aeb720b126,168430110,3425993598,167772162,2078,2493631,95100,95100,22,52592,0,6,0,65000,6059,24,24,100,14
95123,f86f1f80e26c4808830bb0aeb720b126,2497611048,168430110,167837954,4212,5055595,-51307,95123,52115,80,0,6,0,14593,65000,24,24,14,100
95132,f86f1f80e26c4808830bb0aeb720b126,168430153,778822110,167774722,44,53147,95116,95116,22,52568,0,6,0,65000,5483,24,24,100,14
95134,f86f1f80e26c4808830bb0aeb720b126,1738333227,168430108,167837954,20,24778,-94003,95134,64699,443,0,6,0,45117,65000,24,24,14,100
95140,f86f1f80e26c4808830bb0aeb720b126,168430133,3397844740,167774722,3893,4672028,95120,95120,443,60152,0,6,0,65000,23871,24,24,100,14
95143,f86f1f80e26c4808830bb0aeb720b126,3264419828,168430098,167837954,34,41443,-68926,95143,62539,80,0,6,0,43618,65000,24,24,14,100
95148,f86f1f80e26c4808830bb0aeb720b126,168430130,3494352344,167782402,3223,3868688,95131,95131,443,52810,0,6,0,65000,17306,24,24,100,14
95152,f86f1f80e26c4808830bb0aeb720b126,3277716379,168430094,167837954,65,79009,-53680,95152,65072,443,0,6,0,41522,65000,24,24,14,100
95157,f86f1f80e26c4808830bb0aeb720b126,168430171,3062044157,167779842,6606,7928212,95137,95137,22,58825,0,6,0,65000,38283,24,24,100,14
95164,f86f1f80e26c4808830bb0aeb720b126,3245298361,168430159,167837954,70,84179,-85932,95164,63437,80,0,6,0,24784,65000,24,24,14,100
95167,f86f1f80e26c4808830bb0aeb720b126,1739455552,168430121,167837954,62,75466,-44463,95167,62970,22,0,6,0,59191,65000,24,24,14,100
95175,f86f1f80e26c4808830bb0aeb720b126,168430125,1170416503,167779842,423,507945,95157,95157,22,62100,0,6,0,65000,23274,24,24,100,14
95180,f86f1f80e26c4808830bb0aeb720b126,3510793563,168430172,167837954,14,17042,-89287,95180,54444,80,0,6,0,19300,65000,24,24,14,100
95185,f86f1f80e26c4808830bb0aeb720b126,168430121,1739455552,167782402,4026,4831620,95167,95167,22,62970,0,6,0,65000,59191,24,24,100,14
95188,f86f1f80e26c4808830bb0aeb720b126,168430159,3277563748,167772162,50,60396,95172,95172,443,59331,0,6,0,65000,8331,24,24,100,14
95191,f86f1f80e26c4808830bb0aeb720b126,3112693026,168430123,167837954,28,33995,-45647,95191,64500,80,0,6,0,48213,65000,24,24,14,100
95200,f86f1f80e26c4808830bb0aeb720b126,1347442739,168430153,167837954,37,45332,-80496,95200,64133,80,0,6,0,34760,65000,24,24,14,100
95201,f86f1f80e26c4808830bb0aeb720b126,1733425084,168430176,167837954,67,81573,-45821,95201,52742,22,0,6,0,55799,65000,24,24,14,100
95210,f86f1f80e26c4808830bb0aeb720b126,168430094,2693610181,167779842,8201,9842079,95195,95195,22,52604,0,6,0,65000,5972,24,24,100,14
95213,f86f1f80e26c4808830bb0aeb720b126,168430112,1596956488,167779842,2544,3053783,95197,95197,22,56460,0,6,0,65000,44546,24,24,100,14
95219,f86f1f80e26c4808830bb0aeb720b126,2968118699,168430121,167837954,41,49525,-92539,95219,63529,22,0,6,0,34984,65000,24,24,14,100
95223,f86f1f80e26c4808830bb0aeb720b126,168430115,3001843243,167774722,1387,1664666,95208,95208,443,51085,0,6,0,65000,51151,24,24,100,14
95228,f86f1f80e26c4808830bb0aeb720b126,168430176,2928234684,167772162,25,30665,95212,95212,443,53984,0,6,0,65000,15250,24,24,100,14
95232,f86f1f80e26c4808830bb0aeb720b126,168430157,2922315654,167772162,5354,6424843,95214,95214,443,50014,0,6,0,65000,14105,24,24,100,14
95237,f86f1f80e26c4808830bb0aeb720b126,168430121,2968118699,167782402,1296,1555979,95219,95219,22,63529,0,6,0,65000,34984,24,24,100,14
95242,f86f1f80e26c4808830bb0aeb720b126,168430121,1952999159,167774722,2916,3499754,95227,95227,80,63172,0,6,0,65000,24086,24,24,100,14
96000,f86f1f80e26c4808830bb0aeb720b126,168430154,95750495,167777282,3194,3833816,95981,95981,443,59275,0,6,0,65000,1197,24,24,100,14
96006,f86f1f80e26c4808830bb0aeb720b126,3272108252,168430096,167837954,3749,4499245,-50757,96006,56464,80,0,6,0,13045,65000,24,24,14,100
96013,f86f1f80e26c4808830bb0aeb720b126,168430106,3057431766,167777282,5902,7082469,95995,95995,80,57619,0,6,0,65000,17813,24,24,100,14
96019,f86f1f80e26c4808830bb0aeb720b126,168430091,3105762357,167772162,5914,7097543,96001,96001,22,51597,0,6,0,65000,60530,24,24,100,14
96021,f86f1f80e26c4808830bb0aeb720b126,168430179,1596956418,167779842,511,613697,96005,96005,80,56749,0,6,0,65000,44546,24,24,100,14
96029,f86f1f80e26c4808830bb0aeb720b126,168430137,1539141867,167777282,2897,3476943,96010,96010,443,51613,0,6,0,65000,42399,24,24,100,14
96034,f86f1f80e26c4808830bb0aeb720b126,168430090,1145360116,167779842,3586,4304358,96015,96015,443,53393,0,6,0,65000,30221,24,24,100,14
96038,f86f1f80e26c4808830bb0aeb720b126,3629348175,168430130,167837954,53,63886,-87566,96038,54714,22,0,6,0,10823,65000,24,24,14,100
96040,f86f1f80e26c4808830bb0aeb720b126,1108855133,168430105,167837954,24,28839,-89427,96040,49795,443,0,6,0,63018,65000,24,24,14,100
96046,f86f1f80e26c4808830bb0aeb720b126,168430132,3436392401,167777282,6093,7311940,96031,96031,22,51932,0,6,0,65000,6559,24,24,100,14
96051,f86f1f80e26c4808830bb0aeb720b126,168430152,3363270106,167777282,1856,2228323,96036,96036,80,57474,0,6,0,65000,19429,24,24,100,14
96055,f86f1f80e26c4808830bb0aeb720b126,168430134,1347443459,167777282,2689,3227627,96036,96036,80,54402,0,6,0,65000,34760,24,24,100,14
96059,f86f1f80e26c4808830bb0aeb720b126,168430164,1870072901,167774722,6414,7696903,96043,96043,80,60703,0,6,0,65000,55429,24,24,100,14
96067,f86f1f80e26c4808830bb0aeb720b126,168430149,1594667095,167774722,4044,4853740,96048,96048,443,60815,0,6,0,65000,47331,24,24,100,14
96071,f86f1f80e26c4808830bb0aeb720b126,168430157,1449657557,167782402,5439,6527321,96056,96056,443,64706,0,6,0,65000,9050,24,24,100,14
96075,f86f1f80e26c4808830bb0aeb720b126,2150522243,168430152,167837954,50,60312,-87007,96075,56746,80,0,6,0,17,65000,24,24,14,100
96079,f86f1f80e26c4808830bb0aeb720b126,1735764883,168430133,167837954,2152,2583354,-78258,96079,52231,22,0,6,0,9751,65000,24,24,14,100
96086,f86f1f80e26c4808830bb0aeb720b126,2060076856,168430124,167837954,44,53912,-51644,96086,65170,80,0,6,0,7604,65000,24,24,14,100
96088,f86f1f80e26c4808830bb0aeb720b126,3105641210,168430100,167837954,66,79414,-91247,96088,55099,80,0,6,0,42425,65000,24,24,14,100
96097,f86f1f80e26c4808830bb0aeb720b126,3398159075,168430168,167837954,62,75415,-75270,96097,60006,22,0,6,0,9835,65000,24,24,14,100
96100,f86f1f80e26c4808830bb0aeb720b126,168430102,3113698588,167774722,1165,1399103,96081,96081,22,54365,0,6,0,65000,39534,24,24,100,14
96106,f86f1f80e26c4808830bb0aeb720b126,168430128,2921506554,167782402,15,18588,96088,96088,443,58897,0,6,0,65000,27411,24,24,100,14
96109,f86f1f80e26c4808830bb0aeb720b126,168430164,2979057627,167777282,2931,3517947,96090,96090,80,59866,0,6,0,65000,26599,24,24,100,14
96115,f86f1f80e26c4808830bb0aeb720b126,168430142,3590124941,167777282,3691,4429469,96100,96100,22,53872,0,6,0,65000,61272,24,24,100,14
96122,f86f1f80e26c4808830bb0aeb720b126,168430130,3187938617,167779842,85,102786,96107,96107,22,50810,0,6,0,65000,23383,24,24,100,14
96123,f86f1f80e26c4808830bb0aeb720b126,168430090,692011019,167782402,7881,9458022,96105,96105,80,60310,0,6,0,65000,22822,24,24,100,14
96129,f86f1f80e26c4808830bb0aeb720b126,3563162084,168430173,167837954,20,24821,-83062,96129,53478,80,0,6,0,9120,65000,24,24,14,100
96136,f86f1f80e26c4808830bb0aeb720b126,2265282379,168430178,167837954,79,95561,-93938,96136,51829,22,0,6,0,10455,65000,24,24,14,100
96139,f86f1f80e26c4808830bb0aeb720b126,168430180,2086408226,167777282,863,1036293,96123,96123,443,63249,0,6,0,65000,4837,24,24,100,14
96143,f86f1f80e26c4808830bb0aeb720b126,168430114,3517729759,167777282,45,54232,96125,96125,80,55918,0,6,0,65000,54483,24,24,100,14
96149,f86f1f80e26c4808830bb0aeb720b126,2734493203,168430136,167837954,55,66024,-66907,96149,53312,80,0,6,0,11512,65000,24,24,14,100
96153,f86f1f80e26c4808830bb0aeb720b126,168430165,3507144174,167777282,11,13270,96136,96136,22,53351,0,6,0,65000,53866,24,24,100,14
96157,f86f1f80e26c4808830bb0aeb720b126,168430090,2619127791,167777282,50,60654,96142,96142,22,49257,0,6,0,65000,34542,24,24,100,14
96161,f86f1f80e26c4808830bb0aeb720b126,1881606034,168430116,167837954,16,19659,-85202,96161,54136,22,0,6,0,56044,65000,24,24,14,100
96170,f86f1f80e26c4808830bb0aeb720b126,3521234091,168430102,167837954,72,87086,-65101,96170,61007,443,0,6,0,26577,65000,24,24,14,100
96175,f86f1f80e26c4808830bb0aeb720b126,168430146,3397844907,167774722,3910,4693130,96156,96156,80,50671,0,6,0,65000,23871,24,24,100,14
96176,f86f1f80e26c4808830bb0aeb720b126,168430147,2990100399,167782402,2118,2542122,96160,96160,22,63742,0,6,0,65000,49063,24,24,100,14
96182,f86f1f80e26c4808830bb0aeb720b126,168430176,3487915347,167782402,3979,4774888,96162,96162,22,62964,0,6,0,65000,64267,24,24,100,14
96190,f86f1f80e26c4808830bb0aeb720b126,2996510542,168430100,167837954,36,43397,-37942,96190,58761,80,0,6,0,8359,65000,24,24,14,100
96191,f86f1f80e26c4808830bb0aeb720b126,168430114,2784887997,167772162,2018,2421802,96173,96173,22,55813,0,6,0,65000,27486,24,24,100,14
96199,f86f1f80e26c4808830bb0aeb720b126,1834969404,168430148,167837954,54,65698,-44268,96199,64443,443,0,6,0,50342,65000,24,24,14,100
96202,f86f1f80e26c4808830bb0aeb720b126,168430123,1566436688,167782402,6732,8079586,96187,96187,22,64376,0,6,0,65000,51320,24,24,100,14
96207,f86f1f80e26c4808830bb0aeb720b126,645941417,168430102,167837954,71,86038,-70467,96207,63034,80,0,6,0,33313,65000,24,24,14,100
96212,f86f1f80e26c4808830bb0aeb720b126,168430174,3115185193,167777282,19,23228,96194,96194,22,49450,0,6,0,65000,60581,24,24,100,14
96216,f86f1f80e26c4808830bb0aeb720b126,168430156,1137610481,167779842,1856,2227424,96199,96199,22,55590,0,6,0,65000,26857,24,24,100,14
96223,f86f1f80e26c4808830bb0aeb720b126,3245075570,168430176,167837954,17,21339,-74981,96223,52862,80,0,6,0,44128,65000,24,24,14,100
96225,f86f1f80e26c4808830bb0aeb720b126,168430102,645941417,167782402,5790,6948371,96207,96207,80,63034,0,6,0,65000,33313,24,24,100,14
96232,f86f1f80e26c4808830bb0aeb720b126,3222782965,168430147,167837954,20,24290,-59832,96232,58142,443,0,6,0,72,65000,24,24,14,100
96235,f86f1f80e26c4808830bb0aeb720b126,2997357983,168430180,167837954,80,96489,-59756,96235,64299,80,0,6,0,31252,65000,24,24,14,100
96242,f86f1f80e26c4808830bb0aeb720b126,168430094,3431493884,167779842,8294,9953457,96225,96225,80,62415,0,6,0,65000,22460,24,24,100,14
97003,f86f1f80e26c4808830bb0aeb720b126,168430142,1991240345,167777282,6439,7727290,96988,96988,443,62880,0,6,0,65000,23969,24,24,100,14
97005,f86f1f80e26c4808830bb0aeb720b126,168430153,1123201834,167772162,5884,7061383,96986,96986,80,63162,0,6,0,65000,25941,24,24,100,14
97012,f86f1f80e26c4808830bb0aeb720b126,3119780507,168430097,167837954,60,73057,-79431,97012,53006,443,0,6,0,31167,65000,24,24,14,100
97018,f86f1f80e26c4808830bb0aeb720b126,764265970,168430114,167837954,35,42206,-44567,97018,54338,22,0,6,0,49505,65000,24,24,14,100
97023,f86f1f80e26c4808830bb0aeb720b126,3330773521,168430097,167837954,31,37343,-38055,97023,65043,22,0,6,0,26269,65000,24,24,14,100
97028,f86f1f80e26c4808830bb0aeb720b126,168430156,1559529488,167772162,3718,4462088,97012,97012,443,54749,0,6,0,65000,41937,24,24,100,14
97030,f86f1f80e26c4808830bb0aeb720b126,2956614386,168430106,167837954,28,34400,-51461,97030,53338,22,0,6,0,36236,65000,24,24,14,100
97036,f86f1f80e26c4808830bb0aeb720b126,168430165,3732889918,167777282,500,600325,97018,97018,80,62147,0,6,0,65000,4775,24,24,100,14
97040,f86f1f80e26c4808830bb0aeb720b126,168430096,2265279265,167777282,72,87275,97025,97025,80,65465,0,6,0,65000,10455,24,24,100,14
97044,f86f1f80e26c4808830bb0aeb720b126,1541400960,168430139,167837954,26,32231,-53944,97044,51316,80,0,6,0,49250,65000,24,24,14,100
97049,f86f1f80e26c4808830bb0aeb720b126,1566435861,168430144,167837954,11,14080,-74711,97049,56858,22,0,6,0,51320,65000,24,24,14,100
97055,f86f1f80e26c4808830bb0aeb720b126,168430101,1255963483,167772162,4176,5012106,97036,97036,80,53918,0,6,0,65000,17307,24,24,100,14
97062,f86f1f80e26c4808830bb0aeb720b126,168430123,3270650718,167772162,1327,1593491,97043,97043,80,54021,0,6,0,65000,20672,24,24,100,14
97065,f86f1f80e26c4808830bb0aeb720b126,3117968354,168430123,167837954,12,15186,-54734,97065,65113,443,0,6,0,1239,65000,24,24,14,100
97073,f86f1f80e26c4808830bb0aeb720b126,168430111,2167309679,167779842,4974,5969768,97053,97053,80,49324,0,6,0,65000,11030,24,24,100,14
97077,f86f1f80e26c4808830bb0aeb720b126,168430149,3397742498,167777282,4988,5985664,97057,97057,443,60928,0,6,0,65000,45121,24,24,100,14
97078,f86f1f80e26c4808830bb0aeb720b126,3244853475,168430155,167837954,39,47348,-59915,97078,59561,443,0,6,0,41973,65000,24,24,14,100
97087,f86f1f80e26c4808830bb0aeb720b126,168430112,1185528391,167777282,36,43893,97072,97072,22,59185,0,6,0,65000,22773,24,24,100,14
97089,f86f1f80e26c4808830bb0aeb720b126,168430168,400487255,167782402,3983,4780225,97073,97073,443,53505,0,6,0,65000,35994,24,24,100,14
97095,f86f1f80e26c4808830bb0aeb720b126,168430136,1867804810,167777282,2609,3130832,97075,97075,80,59568,0,6,0,65000,24378,24,24,100,14
97098,f86f1f80e26c4808830bb0aeb720b126,3257165755,168430126,167837954,50,61148,-91292,97098,63937,22,0,6,0,57878,65000,24,24,14,100
97107,f86f1f80e26c4808830bb0aeb720b126,168430158,3360447979,167772162,39,47170,97091,97091,80,64549,0,6,0,65000,7438,24,24,100,14
97112,f86f1f80e26c4808830bb0aeb720b126,168430164,1986165982,167782402,2947,3537259,97094,97094,22,56189,0,6,0,65000,7713,24,24,100,14
97113,f86f1f80e26c4808830bb0aeb720b126,213310605,168430145,167837954,70,84097,-91347,97113,59719,443,0,6,0,30647,65000,24,24,14,100
97118,f86f1f80e26c4808830bb0aeb720b126,168430116,1986166138,167782402,3812,4574685,97099,97099,80,49946,0,6,0,65000,7713,24,24,100,14
97123,f86f1f80e26c4808830bb0aeb720b126,2379125399,168430157,167837954,51,62325,-52887,97123,64539,80,0,6,0,15960,65000,24,24,14,100
97129,f86f1f80e26c4808830bb0aeb720b126,1080958696,168430142,167837954,9,10821,-49241,97129,64885,443,0,6,0,8047,65000,24,24,14,100
97134,f86f1f80e26c4808830bb0aeb720b126,640873629,168430144,167837954,54,65900,-51660,97134,53795,22,0,6,0,13693,65000,24,24,14,100
97141,f86f1f80e26c4808830bb0aeb720b126,1743365144,168430093,167837954,4695,5634378,-93838,97141,63972,22,0,6,0,9263,65000,24,24,14,100
97143,f86f1f80e26c4808830bb0aeb720b126,1170416500,168430101,167837954,76,91988,-52163,97143,50291,443,0,6,0,23274,65000,24,24,14,100
97149,f86f1f80e26c4808830bb0aeb720b126,168430168,3507255006,167779842,1335,1602656,97131,97131,22,63126,0,6,0,65000,33623,24,24,100,14
97155,f86f1f80e26c4808830bb0aeb720b126,168430091,3118730594,167782402,5743,6892223,97139,97139,22,49715,0,6,0,65000,29256,24,24,100,14
97159,f86f1f80e26c4808830bb0aeb720b126,3000067097,168430092,167837954,37,44565,-52227,97159,64238,443,0,6,0,8595,65000,24,24,14,100
97161,f86f1f80e26c4808830bb0aeb720b126,852401108,168430175,167837954,3509,4211567,-75545,97161,57545,22,0,6,0,33652,65000,24,24,14,100
97171,f86f1f80e26c4808830bb0aeb720b126,168430139,2450284297,167772162,6884,8261823,97156,97156,80,52412,0,6,0,65000,3737,24,24,100,14
97172,f86f1f80e26c4808830bb0aeb720b126,168430156,3241502785,167774722,4975,5970033,97154,97154,80,53163,0,6,0,65000,34968,24,24,100,14
97177,f86f1f80e26c4808830bb0aeb720b126,3421379029,168430108,167837954,42,50927,-44919,97177,62485,22,0,6,0,9848,65000,24,24,14,100
97182,f86f1f80e26c4808830bb0aeb720b126,168430158,696728236,167777282,570,685060,97166,97166,80,51679,0,6,0,65000,20011,24,24,100,14
97188,f86f1f80e26c4808830bb0aeb720b126,168430144,1347443469,167777282,6886,8264029,97170,97170,80,64806,0,6,0,65000,34760,24,24,100,14
97191,f86f1f80e26c4808830bb0aeb720b126,3351304149,168430158,167837954,42,50993,-69108,97191,59344,22,0,6,0,46525,65000,24,24,14,100
97199,f86f1f80e26c4808830bb0aeb720b126,3392020676,168430163,167837954,10,12100,-54442,97199,62963,22,0,6,0,24413,65000,24,24,14,100
97204,f86f1f80e26c4808830bb0aeb720b126,3355950294,168430170,167837954,7832,9399139,-93589,97204,50953,22,0,6,0,32098,65000,24,24,14,100
97207,f86f1f80e26c4808830bb0aeb720b126,3272585085,168430144,167837954,14,17792,-56613,97207,58483,22,0,6,0,34177,65000,24,24,14,100
97211,f86f1f80e26c4808830bb0aeb720b126,168430121,3397930723,167779842,715,859135,97196,97196,443,55191,0,6,0,65000,40217,24,24,100,14
97220,f86f1f80e26c4808830bb0aeb720b126,168430091,1495597142,167772162,7745,9294689,97201,97201,22,54670,0,6,0,65000,50810,24,24,100,14
97223,f86f1f80e26c4808830bb0aeb720b126,3496022541,168430148,167837954,55,66050,-83042,97223,62485,22,0,6,0,31877,65000,24,24,14,100
97229,f86f1f80e26c4808830bb0aeb720b126,168430179,2787123580,167772162,3537,4245090,97211,97211,443,57283,0,6,0,65000,3371,24,24,100,14
97234,f86f1f80e26c4808830bb0aeb720b126,1078282553,168430132,167837954,29,35166,-86601,97234,60311,443,0,6,0,13768,65000,24,24,14,100
97236,f86f1f80e26c4808830bb0aeb720b126,168430163,1347442900,167777282,3291,3949493,97217,97217,22,52054,0,6,0,65000,34760,24,24,100,14
97242,f86f1f80e26c4808830bb0aeb720b126,2098230246,168430111,167837954,502,602780,-67048,97242,61711,443,0,6,0,9498,65000,24,24,14,100
98004,f86f1f80e26c4808830bb0aeb720b126,168430176,3287461839,167777282,8183,9820668,97988,97988,80,57380,0,6,0,65000,3330,24,24,100,14
98007,f86f1f80e26c4808830bb0aeb720b126,1541401079,168430148,167837954,32,39107,-75308,98007,60892,80,0,6,0,49250,65000,24,24,14,100
98013,f86f1f80e26c4808830bb0aeb720b126,773620326,168430114,167837954,48,58371,-51485,98013,53341,443,0,6,0,39586,65000,24,24,14,100
98017,f86f1f80e26c4808830bb0aeb720b126,168430141,2965940595,167777282,26,31204,97997,97997,22,53269,0,6,0,65000,3269,24,24,100,14
98022,f86f1f80e26c4808830bb0aeb720b126,168430161,3111547828,167779842,272,326888,98003,98003,443,50708,0,6,0,65000,39384,24,24,100,14
98024,f86f1f80e26c4808830bb0aeb720b126,2426596794,168430133,167837954,18,21921,-38028,98024,57863,22,0,6,0,10849,65000,24,24,14,100
98029,f86f1f80e26c4808830bb0aeb720b126,1770112825,168430112,167837954,61,73354,-49566,98029,55872,80,0,6,0,36903,65000,24,24,14,100
98036,f86f1f80e26c4808830bb0aeb720b126,3170682218,168430167,167837954,62,75273,-73638,98036,53560,22,0,6,0,15994,65000,24,24,14,100
98041,f86f1f80e26c4808830bb0aeb720b126,1892972686,168430150,167837954,82,98486,-82910,98041,50172,22,0,6,0,9689,65000,24,24,14,100
98047,f86f1f80e26c4808830bb0aeb720b126,3111547892,168430168,167837954,40,49128,-84494,98047,54076,22,0,6,0,39384,65000,24,24,14,100
98050,f86f1f80e26c4808830bb0aeb720b126,3407756296,168430109,167837954,72,87051,-62285,98050,50495,443,0,6,0,7546,65000,24,24,14,100
98053,f86f1f80e26c4808830bb0aeb720b126,3252942882,168430097,167837954,15,18733,-90212,98053,63481,80,0,6,0,8218,65000,24,24,14,100
98062,f86f1f80e26c4808830bb0aeb720b126,168430103,3085623524,167774722,2803,3364151,98043,98043,80,58554,0,6,0,65000,56040,24,24,100,14
98067,f86f1f80e26c4808830bb0aeb720b126,3057425553,168430113,167837954,7197,8636414,-39309,98067,58912,443,0,6,0,17813,65000,24,24,14,100
98069,f86f1f80e26c4808830bb0aeb720b126,3221606492,168430163,167837954,23,28319,-72831,98069,55046,80,0,6,0,10961,65000,24,24,14,100
98077,f86f1f80e26c4808830bb0aeb720b126,168430159,2496754002,167777282,7057,8468712,98062,98062,80,59337,0,6,0,65000,22122,24,24,100,14
98082,f86f1f80e26c4808830bb0aeb720b126,168430101,1729534904,167777282,6342,7610546,98064,98064,22,61418,0,6,0,65000,9600,24,24,100,14
98084,f86f1f80e26c4808830bb0aeb720b126,3568763642,168430106,167837954,42,51470,-87765,98084,50408,443,0,6,0,8447,65000,24,24,14,100
98091,f86f1f80e26c4808830bb0aeb720b126,1761599336,168430105,167837954,23,28678,-68280,98091,57651,22,0,6,0,34549,65000,24,24,14,100
98096,f86f1f80e26c4808830bb0aeb720b126,3355950243,168430146,167837954,470,565045,-49324,98096,63434,80,0,6,0,32098,65000,24,24,14,100
98102,f86f1f80e26c4808830bb0aeb720b126,168430153,3105627693,167782402,4954,5945908,98084,98084,443,64934,0,6,0,65000,47866,24,24,100,14
98105,f86f1f80e26c4808830bb0aeb720b126,168430126,3344993947,167777282,2875,3450591,98085,98085,22,50527,0,6,0,65000,46468,24,24,100,14
98110,f86f1f80e26c4808830bb0aeb720b126,1757596731,168430090,167837954,79,95915,-85798,98110,57229,80,0,6,0,62874,65000,24,24,14,100
98114,f86f1f80e26c4808830bb0aeb720b126,1733632303,168430107,167837954,54,65867,-59926,98114,63404,80,0,6,0,29119,65000,24,24,14,100
98117,f86f1f80e26c4808830bb0aeb720b126,3531193868,168430109,167837954,3790,4548188,-62807,98117,61812,443,0,6,0,55592,65000,24,24,14,100
98126,f86f1f80e26c4808830bb0aeb720b126,168430091,3254785799,167772162,52,63541,98108,98108,80,51912,0,6,0,65000,51966,24,24,100,14
98128,f86f1f80e26c4808830bb0aeb720b126,168430098,1559291442,167774722,3124,3749941,98113,98113,443,51978,0,6,0,65000,29405,24,24,100,14
98133,f86f1f80e26c4808830bb0aeb720b126,1937543304,168430118,167837954,59,70809,-79159,98133,49989,22,0,6,0,7679,65000,24,24,14,100
98137,f86f1f80e26c4808830bb0aeb720b126,168430149,1750749563,167777282,7442,8931119,98122,98122,22,50531,0,6,0,65000,16625,24,24,100,14
98142,f86f1f80e26c4808830bb0aeb720b126,1733425047,168430100,167837954,27,33114,-79388,98142,57231,443,0,6,0,55799,65000,24,24,14,100
98149,f86f1f80e26c4808830bb0aeb720b126,96266336,168430179,167837954,80,96072,-55464,98149,59641,443,0,6,0,49981,65000,24,24,14,100
98151,f86f1f80e26c4808830bb0aeb720b126,3262209283,168430162,167837954,73,88646,-89057,98151,63985,80,0,6,0,3320,65000,24,24,14,100
98156,f86f1f80e26c4808830bb0aeb720b126,1138603283,168430135,167837954,16,20236,-76579,98156,62217,443,0,6,0,57624,65000,24,24,14,100
98162,f86f1f80e26c4808830bb0aeb720b126,168430118,1495599933,167772162,51,61897,98147,98147,443,54717,0,6,0,65000,50810,24,24,100,14
98166,f86f1f80e26c4808830bb0aeb720b126,3554556619,168430113,167837954,35,42233,-96247,98166,59810,443,0,6,0,55586,65000,24,24,14,100
98174,f86f1f80e26c4808830bb0aeb720b126,168430148,1937740261,167772162,3265,3919084,98154,98154,443,51717,0,6,0,65000,24342,24,24,100,14
98178,f86f1f80e26c4808830bb0aeb720b126,3387033954,168430113,167837954,15,18141,-63120,98178,51278,80,0,6,0,11556,65000,24,24,14,100
98182,f86f1f80e26c4808830bb0aeb720b126,168430157,3410947889,167772162,5553,6664397,98167,98167,80,55059,0,6,0,65000,7671,24,24,100,14
98188,f86f1f80e26c4808830bb0aeb720b126,3118730413,168430147,167837954,71,86191,-56736,98188,49211,80,0,6,0,29256,65000,24,24,14,100
98192,f86f1f80e26c4808830bb0aeb720b126,168430168,3487433113,167774722,5293,6352105,98173,98173,443,50869,0,6,0,65000,7029,24,24,100,14
98196,f86f1f80e26c4808830bb0aeb720b126,3341842429,168430173,167837954,59,71396,-77475,98196,49439,443,0,6,0,36149,65000,24,24,14,100
98204,f86f1f80e26c4808830bb0aeb720b126,168430163,2086148994,167777282,3500,4201104,98189,98189,443,55612,0,6,0,65000,4837,24,24,100,14
